Signal ID,Title,Industry ID,Signal Type,Description,Source Event,Detected At,Implication,Data Sources,Notes,Confidence,Retrieved At,Source URL,Version
SIG-000065,,,document_derived,Consumer Attitudes Toward Imported and Local Produce in Indonesia: The Role of Country of Origin and Perception in Shaping Preferences Consumer Attitudes Toward Imported and Local Produce in Indonesia: The Role of Country of Origin and Perception in Shaping Preferences | Benefit: Jurnal Manajemen dan Bisnis Page loaded in 0.714 ms by OJT Blazing Cache Skip to main content Skip to main navigation menu Skip to site footer Open Menu Home Current Archives Announcements About About the Journal Submis,,,,source_ids=SRC-CROSSREF; urls=https://api.crossref.org/works/10.23917/benefit.v10i1.8214; published=2025; retrieved=2026-08-13T22:00:10+00:00; confidence=0.90; version=acquisition-grounded-2.0.0; discovery_provider=connector,provenance: source=SRC-CROSSREF; document=DOC-23B61DA3B184; mission=MIS-20260813-A3195B; discovery_provider=connector; append_only=true; extraction=grounded_text,0.90,,https://api.crossref.org/works/10.23917/benefit.v10i1.8214,acquisition-grounded-2.0.0
SIG-000066,,,document_derived,World Bank document World Bank document World Bank document related to: Produce Industry Dataset — expand industry_library toward product target Indonesia World Bank document related to: Produce Industry Dataset — expand industry_library toward product target Indonesia,,,,source_ids=SRC-000004; urls=https://documents.worldbank.org/search?q=Produce+Industry+Dataset+—+expand+industry_library+toward+product+target+Indonesia; published=; retrieved=2026-08-13T22:56:48+00:00; confidence=0.92; version=acquisition-grounded-2.0.0; discovery_provider=connector,provenance: source=SRC-000004; document=DOC-9C3FE7A510A0; mission=MIS-20260813-9891A3; discovery_provider=connector; append_only=true; extraction=grounded_text,0.92,,https://documents.worldbank.org/search?q=Produce+Industry+Dataset+—+expand+industry_library+toward+product+target+Indonesia,acquisition-grounded-2.0.0
SIG-000067,,,document_derived,"Figure 1.18. Indonesia needs to expand its protected areas to reach the Aichi target Figure 1.18. Indonesia needs to expand its protected areas to reach the Aichi target {""status"":""ok"",""message-type"":""work"",""message-version"":""1.0.0"",""message"":{""indexed"":{""date-parts"":[[2022,4,3]],""date-time"":""2022-04-03T00:30:11Z"",""timestamp"":1648945811770},""reference-count"":0,""publisher"":""Organisation for Economic Co-Operation and Development (OECD)"",""content-domain"":{""domain"":[],""crossmark-restriction"":false},",,,,source_ids=SRC-CROSSREF; urls=https://api.crossref.org/works/10.1787/888933931335; published=; retrieved=2026-08-13T22:56:14+00:00; confidence=0.90; version=acquisition-grounded-2.0.0; discovery_provider=connector,provenance: source=SRC-CROSSREF; document=DOC-9CF2639B264C; mission=MIS-20260813-9891A3; discovery_provider=connector; append_only=true; extraction=grounded_text,0.90,,https://api.crossref.org/works/10.1787/888933931335,acquisition-grounded-2.0.0
SIG-000068,,,document_derived,"Expand Target Market in Business Expand Target Market in Business | Proceeding of International Conference on Business, Economics, Social Sciences, and Humanities Skip to main content Skip to main navigation menu Skip to site footer Open Menu Proceeding of International Conference on Business, Economics, Social Sciences, and Humanities Current Archives About About the Journal Submissions Privacy Statement Contact Login Search Home / Archives / Vol. 3 (2020): Proceeding of The 3rd International C",,,,source_ids=SRC-CROSSREF; urls=https://api.crossref.org/works/10.34010/icobest.v1i.49; published=2020; retrieved=2026-08-13T22:56:14+00:00; confidence=0.90; version=acquisition-grounded-2.0.0; discovery_provider=connector,provenance: source=SRC-CROSSREF; document=DOC-AFB055C754E2; mission=MIS-20260813-9891A3; discovery_provider=connector; append_only=true; extraction=grounded_text,0.90,,https://api.crossref.org/works/10.34010/icobest.v1i.49,acquisition-grounded-2.0.0
SIG-000069,,,document_derived,"Product Innovation Toward MSME’s Market Performance On Creative Industry Product Innovation Toward MSME’s Market Performance On Creative Industry - EUDL About | Contact Us | Register | Login Proceedings Series Journals Search EAI Proceedings of the 6th International Conference of Economics, Business, and Entrepreneurship, ICEBE 2023, 13-14 September 2023, Bandar Lampung, Indonesia Research Article Product Innovation Toward MSME’s Market Performance On Creative Industry Download 1068 downloads Ci",,,,source_ids=SRC-CROSSREF; urls=https://api.crossref.org/works/10.4108/eai.13-9-2023.2341395; published=2023; retrieved=2026-08-13T22:56:15+00:00; confidence=0.90; version=acquisition-grounded-2.0.0; discovery_provider=connector,provenance: source=SRC-CROSSREF; document=DOC-8DEAD915EF6F; mission=MIS-20260813-9891A3; discovery_provider=connector; append_only=true; extraction=grounded_text,0.90,,https://api.crossref.org/works/10.4108/eai.13-9-2023.2341395,acquisition-grounded-2.0.0
SIG-000070,,,document_derived,Consumer Attitudes Toward Imported and Local Produce in Indonesia: The Role of Country of Origin and Perception in Shaping Preferences Consumer Attitudes Toward Imported and Local Produce in Indonesia: The Role of Country of Origin and Perception in Shaping Preferences | Benefit: Jurnal Manajemen dan Bisnis Page loaded in 0.708 ms by OJT Blazing Cache Skip to main content Skip to main navigation menu Skip to site footer Open Menu Home Current Archives Announcements About About the Journal Submis,,,,source_ids=SRC-CROSSREF; urls=https://api.crossref.org/works/10.23917/benefit.v10i1.8214; published=2025; retrieved=2026-08-13T22:56:20+00:00; confidence=0.90; version=acquisition-grounded-2.0.0; discovery_provider=connector,provenance: source=SRC-CROSSREF; document=DOC-23B61DA3B184; mission=MIS-20260813-9891A3; discovery_provider=connector; append_only=true; extraction=grounded_text,0.90,,https://api.crossref.org/works/10.23917/benefit.v10i1.8214,acquisition-grounded-2.0.0
SIG-000071,,,document_derived,World Bank document World Bank document World Bank document related to: Produce Industry Dataset — expand industry_library toward product target Indonesia World Bank document related to: Produce Industry Dataset — expand industry_library toward product target Indonesia,,,,source_ids=SRC-000004; urls=https://documents.worldbank.org/search?q=Produce+Industry+Dataset+—+expand+industry_library+toward+product+target+Indonesia; published=; retrieved=2026-08-13T23:55:28+00:00; confidence=0.92; version=acquisition-grounded-2.0.0; discovery_provider=connector,provenance: source=SRC-000004; document=DOC-9C3FE7A510A0; mission=MIS-20260813-35B45C; discovery_provider=connector; append_only=true; extraction=grounded_text,0.92,,https://documents.worldbank.org/search?q=Produce+Industry+Dataset+—+expand+industry_library+toward+product+target+Indonesia,acquisition-grounded-2.0.0
SIG-000072,,,document_derived,"Figure 1.18. Indonesia needs to expand its protected areas to reach the Aichi target Figure 1.18. Indonesia needs to expand its protected areas to reach the Aichi target {""status"":""ok"",""message-type"":""work"",""message-version"":""1.0.0"",""message"":{""indexed"":{""date-parts"":[[2022,4,3]],""date-time"":""2022-04-03T00:30:11Z"",""timestamp"":1648945811770},""reference-count"":0,""publisher"":""Organisation for Economic Co-Operation and Development (OECD)"",""content-domain"":{""domain"":[],""crossmark-restriction"":false},",,,,source_ids=SRC-CROSSREF; urls=https://api.crossref.org/works/10.1787/888933931335; published=; retrieved=2026-08-13T23:54:54+00:00; confidence=0.90; version=acquisition-grounded-2.0.0; discovery_provider=connector,provenance: source=SRC-CROSSREF; document=DOC-9CF2639B264C; mission=MIS-20260813-35B45C; discovery_provider=connector; append_only=true; extraction=grounded_text,0.90,,https://api.crossref.org/works/10.1787/888933931335,acquisition-grounded-2.0.0
SIG-000073,,,document_derived,"Expand Target Market in Business Expand Target Market in Business | Proceeding of International Conference on Business, Economics, Social Sciences, and Humanities Skip to main content Skip to main navigation menu Skip to site footer Open Menu Proceeding of International Conference on Business, Economics, Social Sciences, and Humanities Current Archives About About the Journal Submissions Privacy Statement Contact Login Search Home / Archives / Vol. 3 (2020): Proceeding of The 3rd International C",,,,source_ids=SRC-CROSSREF; urls=https://api.crossref.org/works/10.34010/icobest.v1i.49; published=2020; retrieved=2026-08-13T23:54:54+00:00; confidence=0.90; version=acquisition-grounded-2.0.0; discovery_provider=connector,provenance: source=SRC-CROSSREF; document=DOC-AFB055C754E2; mission=MIS-20260813-35B45C; discovery_provider=connector; append_only=true; extraction=grounded_text,0.90,,https://api.crossref.org/works/10.34010/icobest.v1i.49,acquisition-grounded-2.0.0
SIG-000074,,,document_derived,"Product Innovation Toward MSME’s Market Performance On Creative Industry Product Innovation Toward MSME’s Market Performance On Creative Industry - EUDL About | Contact Us | Register | Login Proceedings Series Journals Search EAI Proceedings of the 6th International Conference of Economics, Business, and Entrepreneurship, ICEBE 2023, 13-14 September 2023, Bandar Lampung, Indonesia Research Article Product Innovation Toward MSME’s Market Performance On Creative Industry Download 1069 downloads Ci",,,,source_ids=SRC-CROSSREF; urls=https://api.crossref.org/works/10.4108/eai.13-9-2023.2341395; published=2023; retrieved=2026-08-13T23:54:54+00:00; confidence=0.90; version=acquisition-grounded-2.0.0; discovery_provider=connector,provenance: source=SRC-CROSSREF; document=DOC-8DEAD915EF6F; mission=MIS-20260813-35B45C; discovery_provider=connector; append_only=true; extraction=grounded_text,0.90,,https://api.crossref.org/works/10.4108/eai.13-9-2023.2341395,acquisition-grounded-2.0.0
SIG-000075,,,document_derived,Consumer Attitudes Toward Imported and Local Produce in Indonesia: The Role of Country of Origin and Perception in Shaping Preferences Consumer Attitudes Toward Imported and Local Produce in Indonesia: The Role of Country of Origin and Perception in Shaping Preferences | Benefit: Jurnal Manajemen dan Bisnis Page loaded in 0.590 ms by OJT Blazing Cache Skip to main content Skip to main navigation menu Skip to site footer Open Menu Home Current Archives Announcements About About the Journal Submis,,,,source_ids=SRC-CROSSREF; urls=https://api.crossref.org/works/10.23917/benefit.v10i1.8214; published=2025; retrieved=2026-08-13T23:54:59+00:00; confidence=0.90; version=acquisition-grounded-2.0.0; discovery_provider=connector,provenance: source=SRC-CROSSREF; document=DOC-23B61DA3B184; mission=MIS-20260813-35B45C; discovery_provider=connector; append_only=true; extraction=grounded_text,0.90,,https://api.crossref.org/works/10.23917/benefit.v10i1.8214,acquisition-grounded-2.0.0
SIG-000076,,,document_derived,World Bank document World Bank document World Bank document related to: Produce Industry Dataset — expand industry_library toward product target Indonesia World Bank document related to: Produce Industry Dataset — expand industry_library toward product target Indonesia,,,,source_ids=SRC-000004; urls=https://documents.worldbank.org/search?q=Produce+Industry+Dataset+—+expand+industry_library+toward+product+target+Indonesia; published=; retrieved=2026-08-14T02:17:20+00:00; confidence=0.92; version=acquisition-grounded-2.0.0; discovery_provider=connector,provenance: source=SRC-000004; document=DOC-9C3FE7A510A0; mission=MIS-20260814-AF2100; discovery_provider=connector; append_only=true; extraction=grounded_text,0.92,,https://documents.worldbank.org/search?q=Produce+Industry+Dataset+—+expand+industry_library+toward+product+target+Indonesia,acquisition-grounded-2.0.0
SIG-000077,,,document_derived,"Figure 1.18. Indonesia needs to expand its protected areas to reach the Aichi target Figure 1.18. Indonesia needs to expand its protected areas to reach the Aichi target {""status"":""ok"",""message-type"":""work"",""message-version"":""1.0.0"",""message"":{""indexed"":{""date-parts"":[[2022,4,3]],""date-time"":""2022-04-03T00:30:11Z"",""timestamp"":1648945811770},""reference-count"":0,""publisher"":""Organisation for Economic Co-Operation and Development (OECD)"",""content-domain"":{""domain"":[],""crossmark-restriction"":false},",,,,source_ids=SRC-CROSSREF; urls=https://api.crossref.org/works/10.1787/888933931335; published=; retrieved=2026-08-14T02:16:46+00:00; confidence=0.90; version=acquisition-grounded-2.0.0; discovery_provider=connector,provenance: source=SRC-CROSSREF; document=DOC-9CF2639B264C; mission=MIS-20260814-AF2100; discovery_provider=connector; append_only=true; extraction=grounded_text,0.90,,https://api.crossref.org/works/10.1787/888933931335,acquisition-grounded-2.0.0
SIG-000078,,,document_derived,"Expand Target Market in Business Expand Target Market in Business | Proceeding of International Conference on Business, Economics, Social Sciences, and Humanities Skip to main content Skip to main navigation menu Skip to site footer Open Menu Proceeding of International Conference on Business, Economics, Social Sciences, and Humanities Current Archives About About the Journal Submissions Privacy Statement Contact Login Search Home / Archives / Vol. 3 (2020): Proceeding of The 3rd International C",,,,source_ids=SRC-CROSSREF; urls=https://api.crossref.org/works/10.34010/icobest.v1i.49; published=2020; retrieved=2026-08-14T02:16:46+00:00; confidence=0.90; version=acquisition-grounded-2.0.0; discovery_provider=connector,provenance: source=SRC-CROSSREF; document=DOC-AFB055C754E2; mission=MIS-20260814-AF2100; discovery_provider=connector; append_only=true; extraction=grounded_text,0.90,,https://api.crossref.org/works/10.34010/icobest.v1i.49,acquisition-grounded-2.0.0
SIG-000079,,,document_derived,"Product Innovation Toward MSME’s Market Performance On Creative Industry Product Innovation Toward MSME’s Market Performance On Creative Industry - EUDL About | Contact Us | Register | Login Proceedings Series Journals Search EAI Proceedings of the 6th International Conference of Economics, Business, and Entrepreneurship, ICEBE 2023, 13-14 September 2023, Bandar Lampung, Indonesia Research Article Product Innovation Toward MSME’s Market Performance On Creative Industry Download 1070 downloads Ci",,,,source_ids=SRC-CROSSREF; urls=https://api.crossref.org/works/10.4108/eai.13-9-2023.2341395; published=2023; retrieved=2026-08-14T02:16:46+00:00; confidence=0.90; version=acquisition-grounded-2.0.0; discovery_provider=connector,provenance: source=SRC-CROSSREF; document=DOC-8DEAD915EF6F; mission=MIS-20260814-AF2100; discovery_provider=connector; append_only=true; extraction=grounded_text,0.90,,https://api.crossref.org/works/10.4108/eai.13-9-2023.2341395,acquisition-grounded-2.0.0
SIG-000080,,,document_derived,Consumer Attitudes Toward Imported and Local Produce in Indonesia: The Role of Country of Origin and Perception in Shaping Preferences Consumer Attitudes Toward Imported and Local Produce in Indonesia: The Role of Country of Origin and Perception in Shaping Preferences | Benefit: Jurnal Manajemen dan Bisnis Page loaded in 0.727 ms by OJT Blazing Cache Skip to main content Skip to main navigation menu Skip to site footer Open Menu Home Current Archives Announcements About About the Journal Submis,,,,source_ids=SRC-CROSSREF; urls=https://api.crossref.org/works/10.23917/benefit.v10i1.8214; published=2025; retrieved=2026-08-14T02:16:54+00:00; confidence=0.90; version=acquisition-grounded-2.0.0; discovery_provider=connector,provenance: source=SRC-CROSSREF; document=DOC-23B61DA3B184; mission=MIS-20260814-AF2100; discovery_provider=connector; append_only=true; extraction=grounded_text,0.90,,https://api.crossref.org/works/10.23917/benefit.v10i1.8214,acquisition-grounded-2.0.0
SIG-000081,,,document_derived,World Bank document World Bank document World Bank document related to: Produce Industry Dataset — expand industry_library toward product target Indonesia World Bank document related to: Produce Industry Dataset — expand industry_library toward product target Indonesia,,,,source_ids=SRC-000004; urls=https://documents.worldbank.org/search?q=Produce+Industry+Dataset+—+expand+industry_library+toward+product+target+Indonesia; published=; retrieved=2026-08-14T05:02:36+00:00; confidence=0.92; version=acquisition-grounded-2.0.0; discovery_provider=connector,provenance: source=SRC-000004; document=DOC-9C3FE7A510A0; mission=MIS-20260814-070203; discovery_provider=connector; append_only=true; extraction=grounded_text,0.92,,https://documents.worldbank.org/search?q=Produce+Industry+Dataset+—+expand+industry_library+toward+product+target+Indonesia,acquisition-grounded-2.0.0
SIG-000082,,,document_derived,"Figure 1.18. Indonesia needs to expand its protected areas to reach the Aichi target Figure 1.18. Indonesia needs to expand its protected areas to reach the Aichi target {""status"":""ok"",""message-type"":""work"",""message-version"":""1.0.0"",""message"":{""indexed"":{""date-parts"":[[2022,4,3]],""date-time"":""2022-04-03T00:30:11Z"",""timestamp"":1648945811770},""reference-count"":0,""publisher"":""Organisation for Economic Co-Operation and Development (OECD)"",""content-domain"":{""domain"":[],""crossmark-restriction"":false},",,,,source_ids=SRC-CROSSREF; urls=https://api.crossref.org/works/10.1787/888933931335; published=; retrieved=2026-08-14T05:02:03+00:00; confidence=0.90; version=acquisition-grounded-2.0.0; discovery_provider=connector,provenance: source=SRC-CROSSREF; document=DOC-9CF2639B264C; mission=MIS-20260814-070203; discovery_provider=connector; append_only=true; extraction=grounded_text,0.90,,https://api.crossref.org/works/10.1787/888933931335,acquisition-grounded-2.0.0
SIG-000083,,,document_derived,"Expand Target Market in Business Expand Target Market in Business | Proceeding of International Conference on Business, Economics, Social Sciences, and Humanities Skip to main content Skip to main navigation menu Skip to site footer Open Menu Proceeding of International Conference on Business, Economics, Social Sciences, and Humanities Current Archives About About the Journal Submissions Privacy Statement Contact Login Search Home / Archives / Vol. 3 (2020): Proceeding of The 3rd International C",,,,source_ids=SRC-CROSSREF; urls=https://api.crossref.org/works/10.34010/icobest.v1i.49; published=2020; retrieved=2026-08-14T05:02:01+00:00; confidence=0.90; version=acquisition-grounded-2.0.0; discovery_provider=connector,provenance: source=SRC-CROSSREF; document=DOC-AFB055C754E2; mission=MIS-20260814-070203; discovery_provider=connector; append_only=true; extraction=grounded_text,0.90,,https://api.crossref.org/works/10.34010/icobest.v1i.49,acquisition-grounded-2.0.0
SIG-000084,,,document_derived,"Product Innovation Toward MSME’s Market Performance On Creative Industry Product Innovation Toward MSME’s Market Performance On Creative Industry - EUDL About | Contact Us | Register | Login Proceedings Series Journals Search EAI Proceedings of the 6th International Conference of Economics, Business, and Entrepreneurship, ICEBE 2023, 13-14 September 2023, Bandar Lampung, Indonesia Research Article Product Innovation Toward MSME’s Market Performance On Creative Industry Download 1071 downloads Ci",,,,source_ids=SRC-CROSSREF; urls=https://api.crossref.org/works/10.4108/eai.13-9-2023.2341395; published=2023; retrieved=2026-08-14T05:02:02+00:00; confidence=0.90; version=acquisition-grounded-2.0.0; discovery_provider=connector,provenance: source=SRC-CROSSREF; document=DOC-8DEAD915EF6F; mission=MIS-20260814-070203; discovery_provider=connector; append_only=true; extraction=grounded_text,0.90,,https://api.crossref.org/works/10.4108/eai.13-9-2023.2341395,acquisition-grounded-2.0.0
SIG-000085,,,document_derived,Consumer Attitudes Toward Imported and Local Produce in Indonesia: The Role of Country of Origin and Perception in Shaping Preferences Consumer Attitudes Toward Imported and Local Produce in Indonesia: The Role of Country of Origin and Perception in Shaping Preferences | Benefit: Jurnal Manajemen dan Bisnis Page loaded in 0.656 ms by OJT Blazing Cache Skip to main content Skip to main navigation menu Skip to site footer Open Menu Home Current Archives Announcements About About the Journal Submis,,,,source_ids=SRC-CROSSREF; urls=https://api.crossref.org/works/10.23917/benefit.v10i1.8214; published=2025; retrieved=2026-08-14T05:02:09+00:00; confidence=0.90; version=acquisition-grounded-2.0.0; discovery_provider=connector,provenance: source=SRC-CROSSREF; document=DOC-23B61DA3B184; mission=MIS-20260814-070203; discovery_provider=connector; append_only=true; extraction=grounded_text,0.90,,https://api.crossref.org/works/10.23917/benefit.v10i1.8214,acquisition-grounded-2.0.0
SIG-000086,,,document_derived,World Bank document World Bank document World Bank document related to: Produce Industry Dataset — expand industry_library toward product target Indonesia World Bank document related to: Produce Industry Dataset — expand industry_library toward product target Indonesia,,,,source_ids=SRC-000004; urls=https://documents.worldbank.org/search?q=Produce+Industry+Dataset+—+expand+industry_library+toward+product+target+Indonesia; published=; retrieved=2026-08-14T06:28:17+00:00; confidence=0.92; version=acquisition-grounded-2.0.0; discovery_provider=connector,provenance: source=SRC-000004; document=DOC-9C3FE7A510A0; mission=MIS-20260814-E884A1; discovery_provider=connector; append_only=true; extraction=grounded_text,0.92,,https://documents.worldbank.org/search?q=Produce+Industry+Dataset+—+expand+industry_library+toward+product+target+Indonesia,acquisition-grounded-2.0.0
SIG-000087,,,document_derived,"Figure 1.18. Indonesia needs to expand its protected areas to reach the Aichi target Figure 1.18. Indonesia needs to expand its protected areas to reach the Aichi target {""status"":""ok"",""message-type"":""work"",""message-version"":""1.0.0"",""message"":{""indexed"":{""date-parts"":[[2022,4,3]],""date-time"":""2022-04-03T00:30:11Z"",""timestamp"":1648945811770},""reference-count"":0,""publisher"":""Organisation for Economic Co-Operation and Development (OECD)"",""content-domain"":{""domain"":[],""crossmark-restriction"":false},",,,,source_ids=SRC-CROSSREF; urls=https://api.crossref.org/works/10.1787/888933931335; published=; retrieved=2026-08-14T06:27:43+00:00; confidence=0.90; version=acquisition-grounded-2.0.0; discovery_provider=connector,provenance: source=SRC-CROSSREF; document=DOC-9CF2639B264C; mission=MIS-20260814-E884A1; discovery_provider=connector; append_only=true; extraction=grounded_text,0.90,,https://api.crossref.org/works/10.1787/888933931335,acquisition-grounded-2.0.0
SIG-000088,,,document_derived,"Expand Target Market in Business Expand Target Market in Business | Proceeding of International Conference on Business, Economics, Social Sciences, and Humanities Skip to main content Skip to main navigation menu Skip to site footer Open Menu Proceeding of International Conference on Business, Economics, Social Sciences, and Humanities Current Archives About About the Journal Submissions Privacy Statement Contact Login Search Home / Archives / Vol. 3 (2020): Proceeding of The 3rd International C",,,,source_ids=SRC-CROSSREF; urls=https://api.crossref.org/works/10.34010/icobest.v1i.49; published=2020; retrieved=2026-08-14T06:27:44+00:00; confidence=0.90; version=acquisition-grounded-2.0.0; discovery_provider=connector,provenance: source=SRC-CROSSREF; document=DOC-AFB055C754E2; mission=MIS-20260814-E884A1; discovery_provider=connector; append_only=true; extraction=grounded_text,0.90,,https://api.crossref.org/works/10.34010/icobest.v1i.49,acquisition-grounded-2.0.0
SIG-000089,,,document_derived,"Product Innovation Toward MSME’s Market Performance On Creative Industry Product Innovation Toward MSME’s Market Performance On Creative Industry - EUDL About | Contact Us | Register | Login Proceedings Series Journals Search EAI Proceedings of the 6th International Conference of Economics, Business, and Entrepreneurship, ICEBE 2023, 13-14 September 2023, Bandar Lampung, Indonesia Research Article Product Innovation Toward MSME’s Market Performance On Creative Industry Download 1072 downloads Ci",,,,source_ids=SRC-CROSSREF; urls=https://api.crossref.org/works/10.4108/eai.13-9-2023.2341395; published=2023; retrieved=2026-08-14T06:27:43+00:00; confidence=0.90; version=acquisition-grounded-2.0.0; discovery_provider=connector,provenance: source=SRC-CROSSREF; document=DOC-8DEAD915EF6F; mission=MIS-20260814-E884A1; discovery_provider=connector; append_only=true; extraction=grounded_text,0.90,,https://api.crossref.org/works/10.4108/eai.13-9-2023.2341395,acquisition-grounded-2.0.0
SIG-000090,,,document_derived,Consumer Attitudes Toward Imported and Local Produce in Indonesia: The Role of Country of Origin and Perception in Shaping Preferences Consumer Attitudes Toward Imported and Local Produce in Indonesia: The Role of Country of Origin and Perception in Shaping Preferences | Benefit: Jurnal Manajemen dan Bisnis Page loaded in 0.716 ms by OJT Blazing Cache Skip to main content Skip to main navigation menu Skip to site footer Open Menu Home Current Archives Announcements About About the Journal Submis,,,,source_ids=SRC-CROSSREF; urls=https://api.crossref.org/works/10.23917/benefit.v10i1.8214; published=2025; retrieved=2026-08-14T06:27:48+00:00; confidence=0.90; version=acquisition-grounded-2.0.0; discovery_provider=connector,provenance: source=SRC-CROSSREF; document=DOC-23B61DA3B184; mission=MIS-20260814-E884A1; discovery_provider=connector; append_only=true; extraction=grounded_text,0.90,,https://api.crossref.org/works/10.23917/benefit.v10i1.8214,acquisition-grounded-2.0.0
SIG-000091,,,document_derived,World Bank document World Bank document World Bank document related to: Produce Industry Dataset — expand industry_library toward product target Indonesia World Bank document related to: Produce Industry Dataset — expand industry_library toward product target Indonesia,,,,source_ids=SRC-000004; urls=https://documents.worldbank.org/search?q=Produce+Industry+Dataset+—+expand+industry_library+toward+product+target+Indonesia; published=; retrieved=2026-08-14T07:53:53+00:00; confidence=0.92; version=acquisition-grounded-2.0.0; discovery_provider=connector,provenance: source=SRC-000004; document=DOC-9C3FE7A510A0; mission=MIS-20260814-DFE3F1; discovery_provider=connector; append_only=true; extraction=grounded_text,0.92,,https://documents.worldbank.org/search?q=Produce+Industry+Dataset+—+expand+industry_library+toward+product+target+Indonesia,acquisition-grounded-2.0.0
SIG-000092,,,document_derived,"Figure 1.18. Indonesia needs to expand its protected areas to reach the Aichi target Figure 1.18. Indonesia needs to expand its protected areas to reach the Aichi target {""status"":""ok"",""message-type"":""work"",""message-version"":""1.0.0"",""message"":{""indexed"":{""date-parts"":[[2022,4,3]],""date-time"":""2022-04-03T00:30:11Z"",""timestamp"":1648945811770},""reference-count"":0,""publisher"":""Organisation for Economic Co-Operation and Development (OECD)"",""content-domain"":{""domain"":[],""crossmark-restriction"":false},",,,,source_ids=SRC-CROSSREF; urls=https://api.crossref.org/works/10.1787/888933931335; published=; retrieved=2026-08-14T07:53:19+00:00; confidence=0.90; version=acquisition-grounded-2.0.0; discovery_provider=connector,provenance: source=SRC-CROSSREF; document=DOC-9CF2639B264C; mission=MIS-20260814-DFE3F1; discovery_provider=connector; append_only=true; extraction=grounded_text,0.90,,https://api.crossref.org/works/10.1787/888933931335,acquisition-grounded-2.0.0
SIG-000093,,,document_derived,"Expand Target Market in Business Expand Target Market in Business | Proceeding of International Conference on Business, Economics, Social Sciences, and Humanities Skip to main content Skip to main navigation menu Skip to site footer Open Menu Proceeding of International Conference on Business, Economics, Social Sciences, and Humanities Current Archives About About the Journal Submissions Privacy Statement Contact Login Search Home / Archives / Vol. 3 (2020): Proceeding of The 3rd International C",,,,source_ids=SRC-CROSSREF; urls=https://api.crossref.org/works/10.34010/icobest.v1i.49; published=2020; retrieved=2026-08-14T07:53:19+00:00; confidence=0.90; version=acquisition-grounded-2.0.0; discovery_provider=connector,provenance: source=SRC-CROSSREF; document=DOC-AFB055C754E2; mission=MIS-20260814-DFE3F1; discovery_provider=connector; append_only=true; extraction=grounded_text,0.90,,https://api.crossref.org/works/10.34010/icobest.v1i.49,acquisition-grounded-2.0.0
SIG-000094,,,document_derived,"Product Innovation Toward MSME’s Market Performance On Creative Industry Product Innovation Toward MSME’s Market Performance On Creative Industry - EUDL About | Contact Us | Register | Login Proceedings Series Journals Search EAI Proceedings of the 6th International Conference of Economics, Business, and Entrepreneurship, ICEBE 2023, 13-14 September 2023, Bandar Lampung, Indonesia Research Article Product Innovation Toward MSME’s Market Performance On Creative Industry Download 1073 downloads Ci",,,,source_ids=SRC-CROSSREF; urls=https://api.crossref.org/works/10.4108/eai.13-9-2023.2341395; published=2023; retrieved=2026-08-14T07:53:19+00:00; confidence=0.90; version=acquisition-grounded-2.0.0; discovery_provider=connector,provenance: source=SRC-CROSSREF; document=DOC-8DEAD915EF6F; mission=MIS-20260814-DFE3F1; discovery_provider=connector; append_only=true; extraction=grounded_text,0.90,,https://api.crossref.org/works/10.4108/eai.13-9-2023.2341395,acquisition-grounded-2.0.0
SIG-000095,,,document_derived,Consumer Attitudes Toward Imported and Local Produce in Indonesia: The Role of Country of Origin and Perception in Shaping Preferences Consumer Attitudes Toward Imported and Local Produce in Indonesia: The Role of Country of Origin and Perception in Shaping Preferences | Benefit: Jurnal Manajemen dan Bisnis Page loaded in 0.675 ms by OJT Blazing Cache Skip to main content Skip to main navigation menu Skip to site footer Open Menu Home Current Archives Announcements About About the Journal Submis,,,,source_ids=SRC-CROSSREF; urls=https://api.crossref.org/works/10.23917/benefit.v10i1.8214; published=2025; retrieved=2026-08-14T07:53:26+00:00; confidence=0.90; version=acquisition-grounded-2.0.0; discovery_provider=connector,provenance: source=SRC-CROSSREF; document=DOC-23B61DA3B184; mission=MIS-20260814-DFE3F1; discovery_provider=connector; append_only=true; extraction=grounded_text,0.90,,https://api.crossref.org/works/10.23917/benefit.v10i1.8214,acquisition-grounded-2.0.0
SIG-000096,,,document_derived,World Bank document World Bank document World Bank document related to: Produce Industry Dataset — expand industry_library toward product target Indonesia World Bank document related to: Produce Industry Dataset — expand industry_library toward product target Indonesia,,,,source_ids=SRC-000004; urls=https://documents.worldbank.org/search?q=Produce+Industry+Dataset+—+expand+industry_library+toward+product+target+Indonesia; published=; retrieved=2026-08-14T08:30:14+00:00; confidence=0.92; version=acquisition-grounded-2.0.0; discovery_provider=connector,provenance: source=SRC-000004; document=DOC-9C3FE7A510A0; mission=MIS-20260814-3C9B2F; discovery_provider=connector; append_only=true; extraction=grounded_text,0.92,,https://documents.worldbank.org/search?q=Produce+Industry+Dataset+—+expand+industry_library+toward+product+target+Indonesia,acquisition-grounded-2.0.0
